seqnames	strand	gene_cluster	gene	Kinetic_class	C6_0.5h_1	C6_0.5h_2	C6_12h_1	C6_12h_2	C6_12h_3	C6_1h_1	C6_1h_2	C6_1h_3	C6_2h_1	C6_2h_2	C6_2h_3	C6_4h_1	C6_4h_2	C6_4h_3	C6_6h_1	C6_6h_2	C6_6h_3	C6_8h_1	C6_8h_2	C6_8h_3	C6_dRNA	NRK_1h_1	NRK_1h_2	NRK_1h_3	NRK_2h_1	NRK_2h_2	NRK_2h_3	PC-12_0.5h_1	PC-12_0.5h_2	PC-12_0.5h_3	PC-12_1.5h_1	PC-12_1.5h_2	PC-12_1.5h_3	PC-12_12h_1	PC-12_12h_2	PC-12_12h_3	PC-12_1h_1	PC-12_1h_2	PC-12_1h_3	PC-12_2.5h_1	PC-12_2.5h_2	PC-12_2.5h_3	PC-12_2h_1	PC-12_2h_2	PC-12_2h_3	PC-12_4h_1	PC-12_4h_2	PC-12_4h_3	PC-12_6h_1	PC-12_6h_2	PC-12_6h_3	PC-12_8h_1	PC-12_8h_2	PC-12_8h_3	PC-12_dRNA	PK-15_12h_1	PK-15_12h_2	PK-15_12h_3	PK-15_1h_1	PK-15_1h_2	PK-15_1h_3	PK-15_2h_1	PK-15_2h_2	PK-15_2h_3	PK-15_4h_1	PK-15_4h_2	PK-15_4h_3	PK-15_6h_1	PK-15_6h_2	PK-15_6h_3	PK-15_8h_1	PK-15_8h_2	PK-15_8h_3	PK-15_dRNA
LT934125.1	+	UL20-19-18	UL20	L	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	1
LT934125.1	+	UL23-22			0	0	1486	1387	881	3	4	3	8	16	0	14	11	8	34	55	34	220	243	206	79	0	0	0	2	2	3	0	0	0	1	1	4	1325	1500	1193	4	5	7	6	2	7	10	14	12	61	61	85	205	261	248	425	595	37	285	850	1055	958	0	0	1	19	10	28	93	78	114	396	429	302	848	832	765	741
LT934125.1	+	UL23-22	UL22	L	0	0	69	67	44	0	0	0	1	1	0	3	0	0	8	7	14	10	5	9	5	0	0	0	0	1	1	0	0	0	0	0	0	43	55	34	0	0	0	0	0	2	2	1	0	8	2	5	3	10	12	12	43	2	32	129	174	55	0	0	0	2	0	3	4	3	2	24	14	66	163	105	64	114
LT934125.1	+	UL23-22	UL23	L	0	0	18	24	17	0	0	0	1	0	0	3	0	0	3	2	3	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	0	0	0	0	0	1	0	0	0	1	3	3	2	0	4	0	0	3	2	0	0	0	0	0	0	0	1	0	0	1	2	6	5	3	2	1
LT934125.1	+	UL30			0	0	69	54	73	2	2	1	2	2	0	1	2	0	5	2	6	22	21	26	9	0	0	0	1	0	3	0	0	0	0	0	0	76	79	49	3	0	5	0	0	3	6	4	1	2	3	5	18	37	22	38	73	10	22	23	42	14	1	1	0	13	8	27	12	14	11	23	26	51	75	74	55	51
LT934125.1	+	UL30	UL30	E	0	0	0	1	3	2	0	1	0	0	0	0	1	0	0	2	4	3	2	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	2	0	2	2	1	0	1	0	1	0	5	0	0	4	2	0	0	0	0	3	2	0	2	0	0	1	0	5	18	13	5	1
LT934125.1	+	UL33-34-35			0	0	7002	6694	3903	11	7	5	16	19	0	26	18	13	91	167	120	823	935	803	582	3	1	4	3	5	4	0	0	0	5	1	7	4711	6045	4795	8	2	5	10	5	13	25	23	32	192	181	222	572	964	769	1479	1592	152	1579	4888	6057	7047	7	5	3	28	29	146	339	386	384	1748	1451	1242	3121	3212	3362	7179
LT934125.1	+	UL33-34-35	UL33	E	0	0	43	48	25	0	1	0	1	0	0	1	1	0	4	10	5	6	11	9	4	0	0	0	0	0	0	0	0	0	0	0	0	19	19	5	0	0	0	0	0	0	0	0	0	1	1	2	1	3	5	5	16	0	14	47	56	12	0	0	0	0	0	2	0	1	0	6	5	17	17	21	15	24
LT934125.1	+	UL33-34-35	UL34	E	0	0	1149	988	667	8	4	4	7	4	0	23	18	11	55	97	78	151	179	105	19	0	4	1	3	3	7	0	0	0	3	2	3	493	642	328	4	3	3	6	2	10	11	6	25	38	47	37	107	227	157	102	404	13	63	1623	2572	701	1	1	1	15	17	30	92	101	116	304	258	397	1002	1076	777	294
LT934125.1	+	UL33-34-35	UL35	L	0	0	8367	7024	2033	1	2	0	3	4	0	21	25	15	91	162	122	568	955	687	60	0	0	0	0	1	1	0	0	0	1	1	0	7630	12052	6638	0	0	0	3	8	10	5	4	5	156	148	154	605	1140	888	1861	2125	78	186	16628	16646	18498	1	0	0	1	0	160	286	342	259	3632	2487	2582	6375	7044	6542	915
LT934125.1	+	UL38-39-40			0	0	5381	5324	2834	33	40	17	50	67	1	54	51	40	172	238	176	1070	1348	1060	298	1	2	4	19	23	35	0	0	0	5	16	12	4341	4781	3957	29	12	14	40	19	23	56	53	73	216	233	275	703	968	794	1669	2319	173	769	2525	3451	2175	14	11	5	136	137	237	475	568	526	1589	1381	1411	2952	2896	2654	2341
LT934125.1	+	UL38-39-40	UL38	E	0	0	31	17	20	0	0	0	0	0	0	1	1	0	6	4	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	8	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	11	1	6	35	34	3	0	0	0	0	0	0	0	0	0	0	0	4	28	14	3	10
LT934125.1	+	UL38-39-40	UL39	E	0	0	17	9	29	0	0	0	1	0	0	0	0	0	1	0	1	1	3	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	5	0	6	2	0	0	0	1	0	0	3	1	0	1	1	2	3	3	1	12
LT934125.1	+	UL38-39-40	UL40	E	0	0	1414	1389	545	20	16	2	16	31	4	21	32	21	86	129	115	539	589	425	7	7	0	2	11	13	14	1	1	0	10	6	13	662	871	582	13	4	13	29	13	36	31	28	27	75	75	51	143	283	218	433	592	27	17	645	709	356	2	4	3	58	61	73	459	500	397	968	781	1095	1508	1416	1683	69
LT934125.1	+	UL42-43-44			0	0	3078	2687	1622	1	1	1	9	9	1	17	16	16	58	72	76	289	356	310	148	0	0	0	1	0	1	0	0	0	2	0	0	3005	3320	2417	0	2	0	3	1	3	4	7	10	64	50	90	305	374	332	620	968	84	496	5426	7921	7356	0	1	0	6	3	111	84	103	112	867	856	625	2400	2134	2025	2657
LT934125.1	+	UL42-43-44	UL42	L	0	0	56	33	27	0	0	0	1	0	0	1	0	1	8	4	6	7	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	8	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	32	38	5	0	0	0	0	0	0	0	1	0	2	2	6	21	16	11	3
LT934125.1	+	UL42-43-44	UL43	L	0	0	24	22	12	0	0	0	0	0	0	0	0	0	2	4	1	5	7	4	0	0	1	0	0	0	0	0	0	0	0	0	0	14	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	11	0	0	31	74	9	0	0	0	0	0	1	1	3	1	8	8	15	42	37	16	8
LT934125.1	+	UL42-43-44	UL44	L	0	1	1006	695	416	1	1	0	0	0	0	8	5	3	39	58	39	71	66	58	13	0	0	0	1	0	0	0	0	0	0	0	1	1045	1458	676	1	0	0	0	2	3	0	1	2	27	14	23	97	207	147	102	501	34	81	5167	9941	2787	0	0	0	1	0	66	18	20	13	235	187	295	1577	1502	981	545
LT934125.1	+	UL48-47-46			0	0	9960	8881	5270	14	11	10	9	23	1	26	31	21	109	183	149	958	1083	948	329	2	3	1	5	4	16	1	0	0	0	3	3	7654	8228	6590	14	11	10	14	4	5	25	10	17	143	152	172	637	854	866	1504	1905	166	1247	11505	14947	20257	4	3	0	73	58	261	483	551	570	2927	2588	1570	5267	4880	5082	5839
LT934125.1	+	UL48-47-46	UL46	L	0	0	1218	1243	1007	1	9	5	4	2	0	20	16	1	67	86	118	203	148	105	3	0	1	0	0	0	2	1	0	0	3	1	0	459	336	274	1	1	2	2	0	1	5	6	9	24	11	21	53	110	72	76	209	14	10	1267	1309	902	1	2	1	15	16	13	86	46	54	304	239	472	1201	771	628	41
LT934125.1	+	UL48-47-46	UL47	L	0	0	93	85	76	0	0	0	0	0	0	0	0	0	0	2	1	6	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	34	18	11	0	0	0	0	0	1	0	0	0	1	0	0	2	2	2	2	12	0	0	266	156	135	0	0	0	0	0	2	2	1	1	19	7	63	204	85	59	0
LT934125.1	+	UL48-47-46	UL48	L	0	0	8	13	12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	3	47	0	0	0	1	0	0	2	3	2	2	3	0	5	0	2	1
LT934125.1	+	UL49.5-49			0	0	5285	5115	2638	11	7	9	19	17	5	13	29	15	87	135	93	765	781	630	367	1	1	3	1	8	4	1	0	0	2	2	4	4286	4418	4089	5	1	9	19	6	15	19	12	16	169	123	178	494	789	606	1189	1112	174	1068	6322	8381	11161	7	5	2	49	42	207	464	540	409	1907	1644	1288	3290	3060	3975	5883
LT934125.1	+	UL49.5-49	UL49	L	0	0	1082	936	529	7	4	1	12	7	2	5	7	4	33	41	32	125	172	110	45	0	1	0	2	1	3	0	0	0	1	0	0	1227	841	783	1	1	1	5	0	7	4	6	5	29	29	38	81	158	96	204	470	31	171	2035	2924	1728	1	0	0	12	7	55	66	75	55	362	309	479	1177	1012	1022	1061
LT934125.1	+	UL49.5-49	UL49.5	L	0	0	761	759	429	11	6	2	10	19	0	15	6	8	58	87	64	174	173	144	8	1	1	0	4	0	4	1	0	0	6	2	3	722	717	582	10	3	1	12	5	16	12	13	17	57	43	54	161	287	210	180	392	33	24	1721	2676	1584	4	2	1	49	53	70	172	169	142	392	404	418	978	839	934	94
LT934125.1	+	UL5-4			0	0	529	572	371	5	1	2	6	7	0	6	10	2	25	43	33	148	169	120	43	1	0	1	4	1	2	0	0	0	1	2	1	420	444	406	1	3	3	5	1	4	5	5	7	39	28	27	90	162	115	190	230	27	87	218	233	317	0	1	0	7	2	12	54	40	48	164	128	156	272	261	305	216
LT934125.1	+	UL5-4	UL4	L	0	0	112	121	63	0	1	0	1	4	0	5	4	0	6	17	14	31	33	37	0	0	0	0	0	0	0	0	0	0	0	0	0	76	99	81	0	0	0	1	1	3	0	0	1	8	10	9	26	38	30	26	34	3	0	132	166	131	0	0	0	0	1	5	20	17	10	61	50	59	78	82	93	4
LT934125.1	+	UL5-4	UL5	E	0	0	7	9	7	1	1	0	1	1	0	0	4	0	4	5	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	2	0	0	0	0	1	0	0	2	1	2	2	5	4	2	3	7	0	0	14	18	0	0	0	0	1	0	1	1	2	0	2	1	4	25	9	8	0
LT934125.1	+	UL51			0	0	241	233	165	1	1	2	0	7	0	2	5	1	19	16	19	92	67	88	26	0	0	0	1	0	1	0	0	0	1	0	0	169	163	175	3	0	4	2	0	2	6	3	6	32	28	32	59	107	91	112	104	11	72	63	81	180	2	1	0	4	2	14	92	105	53	228	200	173	184	212	281	352
LT934125.1	+	UL51	UL51	L	0	0	88	111	73	2	2	1	3	2	0	7	3	1	16	18	13	31	36	33	2	0	0	0	1	0	3	0	0	0	0	0	3	79	76	70	0	1	0	0	0	1	2	0	4	15	18	24	33	88	64	40	39	0	4	66	86	90	1	0	1	3	2	2	87	59	36	135	97	156	164	185	207	23
LT934125.1	+	UL9-8			0	0	700	700	492	10	2	4	8	11	0	4	5	8	20	27	20	170	193	155	34	2	0	1	5	2	8	0	0	0	3	1	0	549	536	496	3	2	6	9	3	7	10	5	14	24	28	41	110	152	108	254	281	26	104	155	192	320	0	4	0	37	32	71	116	110	102	277	214	203	381	348	438	313
LT934125.1	+	UL9-8	UL8	E	0	0	25	15	13	0	1	0	2	0	0	1	1	0	1	1	1	5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	6	0	0	1	0	1	0	2	1	4	1	1	0	4	3	4	6	17	0	2	14	6	10	0	0	0	1	2	3	7	2	2	4	5	11	31	25	18	5
LT934125.1	+	US1			0	0	6965	6134	4554	21	15	8	24	24	3	63	68	43	169	331	225	1476	1598	1508	12	1	5	2	21	15	18	0	0	1	6	8	13	3637	4008	4077	31	14	23	44	16	39	76	55	62	346	349	452	1201	1725	1591	1810	1533	185	44	2597	3071	6183	12	4	4	99	112	237	999	1023	1071	4620	4890	3688	5370	5617	6654	197
LT934125.1	+	US1	US1	E	0	0	1103	1115	1226	15	18	6	27	38	2	65	45	32	147	305	206	421	223	286	0	1	0	0	1	0	1	0	0	0	4	1	2	556	309	404	3	1	5	6	6	15	23	18	16	210	97	173	196	571	458	166	234	28	0	551	550	1356	1	1	1	33	35	47	271	194	169	923	845	1063	1629	1038	1409	2
LT934125.1	+	US3-4			0	0	7465	6810	4968	19	25	16	42	46	3	56	68	28	124	245	139	1241	1416	1182	391	3	6	4	17	13	34	2	1	0	8	11	12	6974	7317	5845	27	16	23	48	22	47	91	68	77	340	294	370	1222	1538	1433	2238	3237	305	1518	6739	9562	9034	13	12	9	71	81	236	607	674	754	3450	3287	2177	8297	6998	6429	7657
LT934125.1	+	US3-4	US3	L	0	0	15	21	19	0	1	1	3	1	0	0	1	0	4	5	9	8	8	7	3	0	1	0	0	0	0	0	0	0	0	2	3	18	12	10	1	0	1	0	0	1	2	2	0	0	0	0	2	5	3	5	30	3	8	30	52	4	1	1	1	9	6	5	1	5	5	14	4	47	113	95	64	27
LT934125.1	+	US3-4	US4	L	0	0	4251	3597	2458	22	26	11	30	26	4	82	62	36	176	297	212	712	711	581	32	4	7	2	10	10	7	2	1	0	8	11	8	3079	2797	1666	11	10	11	30	7	50	48	38	54	153	195	184	518	907	612	519	1807	99	138	8056	11387	3578	0	4	4	39	36	71	279	248	327	1643	1464	1915	7874	6158	5098	759
LT934125.1	+	US6-7			0	0	2009	2069	1314	8	4	2	8	7	0	11	18	10	38	89	66	390	368	347	149	0	2	0	2	2	2	0	0	0	2	2	3	1720	1873	1674	2	5	5	9	7	5	13	12	16	99	80	123	393	522	418	636	615	68	456	1957	2428	4471	3	2	1	12	11	60	237	260	231	1214	1195	620	1886	1642	2066	2453
LT934125.1	+	US6-7	US6	L	0	0	88	73	71	0	1	0	1	1	0	0	3	0	10	18	11	11	14	10	0	0	0	0	0	0	0	0	0	0	0	0	0	42	27	18	0	0	0	0	0	1	2	0	0	2	2	2	3	10	16	9	27	5	5	206	216	113	0	0	0	2	3	0	5	0	5	14	11	36	159	97	81	27
LT934125.1	+	US6-7	US7	L	0	0	468	507	343	5	2	3	4	3	0	5	7	4	47	80	66	143	103	85	1	0	1	0	0	1	2	0	0	0	1	1	2	402	424	325	1	1	1	3	3	6	5	7	7	43	37	34	120	268	218	136	221	19	2	1221	1739	1138	0	1	1	4	6	21	103	86	100	453	383	499	1379	1082	1144	31
LT934125.1	+	US8-9-2			1	0	6197	6354	3486	12	13	8	27	28	3	38	40	19	126	194	150	1031	1057	1024	330	6	5	3	6	3	9	1	0	0	2	3	9	3835	4126	3891	9	10	14	19	12	19	30	26	37	158	151	177	637	875	736	1287	1195	150	743	3145	4030	6186	8	1	4	42	51	169	381	408	294	1575	1409	834	2233	2011	2308	2770
LT934125.1	+	US8-9-2	US2	L	0	0	2330	2436	1167	16	22	13	23	31	2	32	45	19	132	183	156	491	508	443	46	4	4	5	9	7	14	2	2	0	11	5	12	1360	1390	1344	19	8	14	20	19	27	41	30	37	102	65	101	259	529	312	475	634	56	115	1606	2008	1549	3	3	3	74	88	121	259	261	184	653	541	563	1237	990	1264	391
LT934125.1	+	US8-9-2	US8	L	0	0	131	96	111	2	0	0	0	0	0	2	2	0	11	14	18	26	10	11	1	0	0	0	0	0	0	0	0	0	0	0	0	32	7	4	0	1	1	0	0	0	1	0	1	4	1	2	6	4	5	3	38	2	5	116	99	32	0	1	0	1	1	0	4	1	0	13	10	59	154	77	63	17
LT934125.1	+	US8-9-2	US9	L	0	0	458	418	228	0	0	0	0	0	0	8	3	0	25	27	34	47	37	31	17	0	0	0	0	0	0	0	0	0	0	0	0	280	226	206	0	0	0	0	2	1	0	3	1	5	3	6	27	38	33	33	119	10	41	951	1265	616	0	0	0	0	0	6	6	11	11	106	91	154	389	313	343	250
LT934125.1	-				0	0	10448	9498	5605	47	34	15	35	52	5	79	87	33	272	467	344	1832	2057	1831	411	5	9	5	23	22	28	3	2	0	16	20	23	8940	11408	8011	33	40	56	76	32	55	94	104	89	507	459	579	1565	2197	2060	3581	3420	280	831	10315	10351	17417	70	36	27	286	236	568	1287	1452	1624	6687	5764	5536	8057	9201	12689	5763
LT934125.1	-		AZURE	E	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LT934125.1	-		CTO-M	L	0	0	19	10	5	0	0	0	0	0	0	0	0	0	0	0	1	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	47	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	10	1	0	58	79	44	0	0	0	0	0	0	0	0	0	5	2	6	18	21	15	0
LT934125.1	-		CTO-S	L	0	0	2351	2243	611	2	0	2	3	11	1	27	38	20	207	292	272	842	1213	990	2	0	1	0	0	0	4	1	0	0	1	1	0	7976	12035	6829	2	1	1	16	10	6	2	8	5	300	203	221	653	1632	1071	2565	1349	110	7	24097	17997	33229	1	2	2	1	1	348	860	948	335	5812	3887	7724	6322	9124	10245	139
LT934125.1	-		EP0	E	0	0	82	84	65	0	0	0	1	0	0	0	0	0	2	5	0	19	18	12	0	0	0	0	2	1	2	0	0	0	0	0	2	32	23	33	0	2	0	0	0	4	4	2	2	2	2	2	11	8	14	19	21	2	0	34	31	32	1	0	1	3	3	1	53	54	65	118	122	51	101	105	143	0
LT934125.1	-		IE180	IE	0	0	80	59	40	0	1	0	0	0	0	0	0	0	2	4	2	11	11	11	0	0	0	0	0	0	0	0	1	0	0	0	0	49	67	49	1	1	1	0	0	0	0	0	1	2	1	2	8	7	12	16	14	1	0	79	89	64	36	22	9	19	15	7	18	17	16	55	71	26	146	138	114	0
LT934125.1	-		NOIR_2	E	0	0	68	48	19	0	0	0	0	0	0	0	0	0	0	1	2	7	13	5	2	0	0	0	0	0	0	0	0	0	0	0	0	55	50	27	0	0	0	0	0	1	0	0	0	0	0	0	4	3	9	12	11	0	2	59	52	67	0	0	0	1	0	0	5	21	9	38	39	65	76	61	85	5
LT934125.1	-		UL1	L	0	0	151	109	88	0	0	0	0	2	1	1	3	2	8	9	4	18	18	10	0	0	0	0	0	0	0	0	0	0	0	0	0	98	234	113	0	1	0	1	1	2	2	2	1	10	10	19	51	49	60	21	66	3	0	116	163	155	0	0	1	1	1	2	16	13	18	77	80	43	130	133	116	0
LT934125.1	-		UL10	L	0	0	475	341	218	1	0	0	1	1	1	1	2	2	9	16	9	60	43	35	3	0	0	0	1	0	0	0	0	0	0	0	0	218	359	140	0	0	0	0	0	1	0	0	1	4	4	4	22	16	41	32	95	2	4	885	1288	1049	0	0	0	0	0	5	17	24	21	107	124	89	317	367	282	17
LT934125.1	-		UL15	L	0	0	27	19	15	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	11	0	0	0	0	0	0	0	0	0	0	2	5	6	6	9	4	9	1	1	6	13	7	0	0	0	0	0	0	4	3	2	8	10	3	24	12	18	0
LT934125.1	-		UL2	E	0	0	88	120	84	2	1	0	1	0	0	3	3	0	5	9	6	29	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0	16	13	20	0	0	1	0	0	0	1	0	1	2	3	5	11	6	15	8	4	2	0	7	6	13	0	0	0	1	2	1	7	9	9	25	19	18	18	22	35	0
LT934125.1	-		UL21	L	0	0	123	112	64	0	0	0	0	0	0	0	2	1	2	5	4	20	7	19	0	0	0	0	0	0	0	0	0	0	0	0	1	77	88	57	1	0	0	0	1	0	0	1	0	4	13	3	19	33	22	30	36	2	2	99	103	147	0	0	0	0	0	2	10	10	9	65	37	42	50	70	64	4
LT934125.1	-		UL24	L	0	0	87	58	37	0	0	0	0	0	0	0	1	0	1	2	0	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	32	58	36	0	0	0	0	0	0	0	0	0	3	1	0	3	8	8	4	12	0	0	43	48	43	0	0	0	0	0	0	2	3	13	39	45	15	56	53	50	0
LT934125.1	-		UL25	L	0	0	15	11	11	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2	1	0	6	5	8	0	0	0	0	0	0	0	1	0	5	1	1	4	2	5	0
LT934125.1	-		UL26	L	0	0	328	222	130	0	0	0	0	0	0	0	1	1	3	6	2	20	25	22	0	0	0	0	0	1	0	0	0	0	0	0	0	101	170	112	0	0	0	0	0	0	0	0	0	8	7	13	46	43	54	31	48	2	0	249	389	331	0	0	0	1	0	2	12	16	13	100	91	39	167	153	121	0
LT934125.1	-		UL26.5	L	0	0	2770	2348	1174	4	6	1	3	6	0	5	8	3	25	31	23	332	282	254	0	2	0	1	1	0	0	0	1	0	1	1	4	895	1069	682	3	4	1	9	4	8	5	9	8	21	18	15	49	68	99	232	192	17	0	2369	2695	2952	0	1	1	14	14	15	174	173	241	999	898	393	1447	1303	1572	0
LT934125.1	-		UL27	L	0	0	314	216	127	1	2	1	1	0	0	1	2	1	11	10	14	38	42	20	0	0	0	0	1	0	0	0	0	0	0	0	0	268	518	189	0	0	0	0	0	1	1	0	0	8	14	12	39	52	61	49	104	5	0	520	753	305	0	0	0	0	3	5	16	20	23	64	69	98	353	418	220	0
LT934125.1	-		UL28	E	0	0	4	5	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0
LT934125.1	-		UL29	E	0	0	86	65	47	2	3	1	3	1	0	0	0	1	12	11	7	21	11	10	0	0	2	0	1	2	1	0	0	0	0	0	0	10	8	9	0	1	0	0	1	1	3	0	3	1	7	2	12	9	6	5	25	2	3	32	24	22	0	1	0	24	17	16	11	11	25	29	25	79	156	135	117	13
