seqnames	strand	gene_cluster	gene	Kinetic_class	C6_0.5h_1	C6_0.5h_2	C6_12h_1	C6_12h_2	C6_12h_3	C6_1h_1	C6_1h_2	C6_1h_3	C6_2h_1	C6_2h_2	C6_2h_3	C6_4h_1	C6_4h_2	C6_4h_3	C6_6h_1	C6_6h_2	C6_6h_3	C6_8h_1	C6_8h_2	C6_8h_3	C6_dRNA	NRK_1h_1	NRK_1h_2	NRK_1h_3	NRK_2h_1	NRK_2h_2	NRK_2h_3	PC-12_0.5h_1	PC-12_0.5h_2	PC-12_0.5h_3	PC-12_1.5h_1	PC-12_1.5h_2	PC-12_1.5h_3	PC-12_12h_1	PC-12_12h_2	PC-12_12h_3	PC-12_1h_1	PC-12_1h_2	PC-12_1h_3	PC-12_2.5h_1	PC-12_2.5h_2	PC-12_2.5h_3	PC-12_2h_1	PC-12_2h_2	PC-12_2h_3	PC-12_4h_1	PC-12_4h_2	PC-12_4h_3	PC-12_6h_1	PC-12_6h_2	PC-12_6h_3	PC-12_8h_1	PC-12_8h_2	PC-12_8h_3	PC-12_dRNA	PK-15_12h_1	PK-15_12h_2	PK-15_12h_3	PK-15_1h_1	PK-15_1h_2	PK-15_1h_3	PK-15_2h_1	PK-15_2h_2	PK-15_2h_3	PK-15_4h_1	PK-15_4h_2	PK-15_4h_3	PK-15_6h_1	PK-15_6h_2	PK-15_6h_3	PK-15_8h_1	PK-15_8h_2	PK-15_8h_3	PK-15_dRNA
LT934125.1	-		UL3	L	0	0	115	109	42	0	0	0	0	0	0	1	0	0	3	2	3	16	19	16	0	0	0	0	0	0	1	0	0	0	0	0	0	41	73	63	0	0	0	0	0	0	0	0	0	8	6	8	22	32	33	21	12	1	0	67	56	152	0	0	0	0	0	0	19	16	13	71	66	23	36	56	91	0
LT934125.1	-		UL3.5	L	0	0	710	494	233	0	0	0	0	1	0	1	4	2	3	7	2	76	61	40	0	0	0	0	0	0	0	0	0	0	0	0	0	312	400	287	0	0	0	0	0	0	0	1	0	6	9	3	22	28	41	72	46	7	0	642	789	1362	0	0	0	0	0	9	28	30	34	202	160	77	292	247	316	0
LT934125.1	-		UL31	L	0	0	374	326	273	0	0	0	0	0	0	0	2	0	7	19	5	91	66	50	0	0	0	0	0	0	0	0	0	0	0	0	0	218	211	168	0	0	0	0	0	2	0	0	1	3	2	10	14	21	29	80	42	7	0	393	340	596	0	0	0	0	1	3	74	56	32	201	196	130	234	232	311	0
LT934125.1	-		UL32	L	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	2	1	0
LT934125.1	-		UL36	L	0	0	54	33	35	0	0	0	0	0	0	0	1	0	0	0	1	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	39	69	21	0	0	0	0	0	0	0	0	0	0	4	0	1	0	4	6	14	0	0	60	71	37	0	0	0	0	0	0	0	0	1	5	5	6	32	38	28	2
LT934125.1	-		UL37	L	0	0	114	99	77	0	0	0	0	0	0	1	0	1	4	2	5	15	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	50	40	38	0	0	0	0	0	0	0	1	0	4	0	0	8	12	18	8	17	1	0	46	48	82	0	0	0	0	0	0	6	2	4	25	27	12	30	42	34	0
LT934125.1	-		UL41	L	0	0	173	260	165	3	7	3	8	6	0	7	6	2	23	29	29	85	88	94	4	0	0	0	1	0	1	0	0	0	2	1	3	144	157	138	5	4	5	7	3	4	4	2	6	20	18	16	47	80	63	90	113	9	8	493	606	412	0	2	1	8	5	5	68	47	58	340	270	345	549	581	577	58
LT934125.1	-		UL50	L	0	0	39	50	18	0	0	1	1	3	0	1	1	0	13	5	2	19	18	15	0	0	0	0	0	0	0	0	0	0	0	1	2	15	30	12	1	0	0	4	1	1	2	1	4	6	8	2	10	12	6	17	4	0	0	35	40	39	0	1	0	2	2	3	26	31	23	56	40	45	46	54	45	0
LT934125.1	-		UL52	E	0	0	4	5	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	1	0	1	1	2	1	0	0	0	1	0	0	0	4	2	3	3	2	3	4	0
LT934125.1	-		UL53	L	0	0	8	8	2	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	4	4	0	0	16	13	15	0	0	0	0	0	0	0	1	2	13	10	5	14	9	9	0
LT934125.1	-		UL54	E	0	0	11	18	13	0	0	0	1	1	0	0	1	0	1	3	1	12	6	2	0	0	0	0	0	0	0	0	0	0	0	0	1	9	12	8	1	0	2	0	2	0	0	1	2	0	2	0	3	4	5	8	6	1	0	4	5	7	0	0	0	1	2	3	8	7	7	14	18	12	15	14	17	0
LT934125.1	-		UL6	L	0	0	42	23	21	0	0	0	0	0	0	0	0	0	0	2	0	4	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	6	0	1	0	0	0	0	0	0	0	0	0	0	3	2	7	2	2	0	0	5	10	21	0	0	0	0	0	0	1	2	1	10	3	4	13	10	7	0
LT934125.1	-		UL7	E	0	0	60	48	21	1	0	0	1	0	0	0	2	0	3	1	0	9	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	39	48	37	0	0	0	0	0	0	0	0	1	6	2	4	4	3	9	14	10	1	0	34	39	27	0	0	0	0	0	2	8	4	13	16	6	11	47	36	27	0
LT934125.1	-		US1_2	E	0	0	3437	2192	1792	16	14	5	9	38	2	39	54	23	120	259	117	493	481	385	2	0	0	0	4	5	4	0	0	1	2	8	10	1609	2595	1837	7	7	17	28	12	24	40	38	33	286	423	470	1069	1432	1553	785	694	36	0	2426	2527	3373	0	1	3	48	35	69	408	465	872	3558	3788	1938	3358	3972	4944	7
LT934125.1	-	AZURE			0	0	37	33	24	0	0	0	0	0	0	0	0	0	6	2	5	8	9	17	3	0	0	0	0	0	0	0	0	0	0	1	0	15	30	15	0	0	0	0	1	0	0	0	0	4	3	5	7	11	7	7	18	1	5	3	7	5	0	0	0	0	0	0	0	1	0	1	1	4	7	3	2	0
LT934125.1	-	AZURE	AZURE	E	0	0	1	0	5	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	CTO			0	0	2188	2165	708	3	0	0	2	15	1	28	26	19	172	220	191	905	1213	919	490	0	1	1	1	1	2	1	0	0	1	1	1	8306	10073	7190	4	1	2	1	3	4	5	4	10	339	331	280	842	1971	1124	2739	1356	222	1000	12922	10223	23107	3	1	1	2	2	421	591	683	277	3560	2545	4504	3564	5391	7495	9366
LT934125.1	-	CTO	CTO-M	L	0	0	18	18	6	0	0	0	0	0	0	0	0	1	0	2	1	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	48	74	27	0	0	0	0	0	0	0	0	0	0	1	0	1	9	7	6	11	0	0	79	107	65	0	1	0	0	0	1	0	1	1	8	6	5	22	24	18	3
LT934125.1	-	CTO	CTO-S	L	0	0	3973	3656	1058	3	6	2	12	40	8	84	74	43	605	793	744	1451	2088	1714	13	0	1	0	0	3	4	0	0	0	2	6	3	15131	22683	11764	11	1	3	38	17	37	16	13	32	665	547	490	1647	3874	2634	4621	3467	203	23	49286	39488	49089	5	3	5	5	5	951	1270	1383	470	8563	5214	15754	12586	19333	19217	290
LT934125.1	-	EP0			0	0	1131	1525	1135	55	47	33	47	56	5	22	27	16	96	152	127	534	676	538	74	18	32	21	61	37	79	5	1	1	15	29	29	755	781	904	42	38	44	53	32	53	75	74	92	104	113	152	388	459	354	609	759	86	192	192	288	212	20	28	20	452	369	364	590	641	733	1419	1291	994	1466	1247	1428	791
LT934125.1	-	EP0	EP0	E	0	0	112	164	80	4	0	0	11	4	1	7	1	2	11	22	23	41	25	34	2	0	3	0	0	1	2	0	0	0	3	5	1	42	42	35	7	3	1	9	2	8	9	4	11	12	11	15	28	65	50	15	64	3	3	90	129	33	0	3	2	45	35	24	70	52	95	162	124	162	349	254	239	6
LT934125.1	-	IE180			0	0	1243	1318	982	8	5	4	3	4	0	5	6	2	15	26	30	195	248	235	37	4	5	6	2	3	3	2	1	1	2	4	1	1020	1032	947	8	12	11	9	2	3	5	8	11	64	44	80	237	298	259	333	498	48	128	401	444	605	231	123	66	132	103	82	145	187	217	814	734	449	1282	1017	1233	337
LT934125.1	-	IE180	IE180	IE	0	0	6	1	6	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	3	2	3	1	0	1	0	0	0	1	3	9	5	10	1
LT934125.1	-	NOIR_2			0	0	412	303	155	0	0	0	0	5	0	10	9	3	26	28	35	118	212	159	50	0	0	0	0	0	0	0	0	0	0	0	0	1051	1016	704	1	1	5	2	1	3	3	1	6	58	77	61	125	301	257	231	364	23	219	1204	1434	2245	1	1	0	0	2	60	186	208	179	812	762	1147	1109	1382	1306	1252
LT934125.1	-	NOIR_2	NOIR_2	E	0	0	74	51	22	0	0	0	1	0	0	0	0	0	10	7	4	20	28	20	6	0	0	0	0	0	0	0	0	0	0	0	0	176	209	103	0	0	1	2	0	1	1	0	2	7	12	7	16	76	23	31	82	3	25	270	250	213	0	0	0	1	1	6	23	30	24	107	99	246	297	295	292	158
LT934125.1	-	UL1-2-3-3.5			0	0	6007	5883	3138	7	5	1	10	12	1	11	29	16	84	150	107	900	958	831	395	1	2	0	1	6	7	1	0	0	1	4	7	5312	6162	5262	10	6	6	20	3	16	25	26	27	190	179	207	822	1088	915	1432	1443	189	1336	5297	6571	12860	3	6	0	27	21	130	419	473	471	2273	2164	1152	3536	2980	3795	5618
LT934125.1	-	UL1-2-3-3.5	UL1	L	0	0	89	132	87	0	0	0	3	2	0	1	0	0	5	8	10	32	22	19	0	0	0	0	1	1	0	0	0	0	0	1	0	86	29	51	2	1	0	0	0	0	1	0	1	9	11	12	24	56	44	10	41	4	0	187	97	192	0	0	0	1	4	2	20	21	17	72	57	110	304	156	155	1
LT934125.1	-	UL1-2-3-3.5	UL2	E	0	0	68	137	103	1	0	2	0	2	0	0	2	2	10	10	10	42	33	25	0	0	0	0	0	0	0	0	0	0	0	0	0	22	6	11	0	0	0	1	1	1	0	1	1	1	2	0	1	12	7	7	17	4	1	20	17	15	0	0	1	1	0	0	8	8	1	19	17	34	74	40	38	0
LT934125.1	-	UL1-2-3-3.5	UL3	L	0	0	95	146	63	1	0	0	0	1	0	2	3	1	5	9	20	34	20	16	0	0	0	0	0	0	0	0	0	0	0	0	0	66	44	54	0	0	0	0	0	0	0	0	1	1	0	2	8	9	18	13	24	1	1	85	47	105	0	0	0	1	0	3	7	3	5	28	27	47	90	61	88	1
LT934125.1	-	UL1-2-3-3.5	UL3.5	L	0	0	2364	2111	985	4	0	0	3	2	0	17	17	7	63	124	87	271	240	228	40	0	0	0	2	0	0	0	0	0	1	0	0	1934	1900	1604	0	0	1	1	0	2	1	0	0	34	59	39	178	332	269	320	489	34	57	3597	4721	4080	0	0	1	2	1	59	70	53	68	568	412	403	1646	1230	1390	355
LT934125.1	-	UL10			0	0	6054	5060	2940	5	7	2	15	17	1	17	21	9	97	151	129	739	781	777	230	0	0	0	0	2	1	0	0	1	2	2	3	4157	4770	3513	1	0	3	7	4	5	10	10	8	72	75	96	391	568	518	1006	1135	73	589	7423	8908	14045	2	1	0	1	4	174	235	323	240	1486	1485	1404	3451	3657	3514	3786
LT934125.1	-	UL10	UL10	L	0	0	1273	1121	639	2	0	0	1	1	0	20	13	4	76	117	86	158	174	114	186	0	0	0	0	1	1	0	0	0	1	0	1	898	1104	512	0	0	0	0	1	2	3	2	7	16	21	19	87	161	134	104	442	8	426	4912	8396	2298	0	1	0	0	0	58	43	42	34	270	212	600	1633	1873	1054	3561
LT934125.1	-	UL15			0	0	471	415	308	0	0	0	1	1	0	3	4	5	12	21	14	100	101	73	25	1	0	0	0	0	1	0	0	0	0	1	1	380	442	303	1	0	0	3	2	1	4	1	0	11	17	14	61	107	99	120	190	15	77	261	378	334	0	0	0	3	2	14	32	37	39	143	134	165	340	354	276	267
LT934125.1	-	UL15	UL15	L	0	0	19	18	13	0	0	0	2	1	0	0	0	0	1	1	1	2	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	5	4	0	0	0	0	0	0	1	0	0	0	1	0	4	2	0	4	8	1	0	9	15	6	0	0	0	2	0	0	0	1	3	1	2	8	32	24	10	0
LT934125.1	-	UL21			0	0	1063	1082	567	4	3	4	6	5	1	10	8	4	28	40	36	235	211	208	86	0	1	0	2	1	6	0	0	0	2	2	0	995	1232	986	3	3	0	9	3	5	12	6	6	102	88	96	292	454	347	438	373	35	329	753	879	2009	1	1	0	4	1	28	94	104	76	564	417	376	591	596	652	919
LT934125.1	-	UL21	UL21	L	0	0	224	179	111	2	3	1	2	3	0	7	2	5	17	22	15	56	32	36	2	1	0	0	0	0	0	0	0	0	0	0	0	195	136	121	1	0	1	2	2	0	1	1	6	21	11	16	27	50	60	46	102	6	10	235	220	327	0	0	0	3	1	11	23	14	16	88	59	136	174	127	139	35
LT934125.1	-	UL24-25-26-26.5			0	0	10864	10480	6464	18	20	8	41	40	1	41	47	21	126	215	143	1151	1262	1095	483	1	1	0	8	3	11	0	0	0	4	4	2	5587	6367	5502	13	10	6	30	7	17	33	32	38	251	222	310	885	1274	1232	1398	1993	197	1165	6702	9379	12879	7	5	4	79	69	248	585	579	673	3339	3091	1710	4856	4234	4636	5850
LT934125.1	-	UL24-25-26-26.5	UL24	L	0	0	19	12	17	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	5	2	7	0	0	0	0	0	0	2	1	0	3	2	5	17	5	7	4
LT934125.1	-	UL24-25-26-26.5	UL25	L	0	0	37	36	75	0	0	0	0	0	0	0	1	0	0	0	1	3	3	2	9	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	0	0	0	0	0	0	0	0	0	2	2	0	2	3	2	0	1	0	31	12	12	53	0	0	0	0	0	1	3	3	1	7	20	8	21	9	15	141
LT934125.1	-	UL24-25-26-26.5	UL26	L	0	0	466	439	301	0	1	0	2	1	0	11	3	2	19	27	25	42	41	25	2	0	0	0	0	0	0	0	0	0	0	0	0	189	189	138	1	0	0	1	0	0	2	1	1	22	6	15	24	45	45	27	104	7	12	551	1088	413	0	1	0	0	0	9	13	13	13	77	69	106	422	252	205	37
LT934125.1	-	UL24-25-26-26.5	UL26.5	L	0	0	5527	4532	2590	31	23	12	53	38	5	52	56	25	199	293	223	564	602	459	53	4	0	1	11	8	14	2	1	1	6	3	7	2687	3252	2060	7	8	4	14	16	24	42	20	44	131	96	142	372	688	542	424	1454	66	146	6848	12290	4770	1	5	1	76	67	187	235	234	242	1330	1137	1429	4128	3491	3061	931
LT934125.1	-	UL29-28-27			0	0	4608	3945	2446	11	4	6	13	19	3	41	17	19	103	154	124	610	692	599	272	1	4	0	1	2	7	0	0	0	2	2	2	4121	3925	2894	5	6	6	14	7	17	18	18	28	101	93	126	374	519	490	920	1649	128	800	5287	7868	5797	2	3	0	11	17	146	195	185	182	1089	932	1401	3818	3757	3167	5116
LT934125.1	-	UL29-28-27	UL27	L	0	0	354	212	215	1	5	1	2	2	0	12	18	3	47	55	58	39	47	18	0	0	0	1	1	0	3	0	0	0	2	0	0	150	225	57	1	1	1	1	1	0	5	5	4	24	11	18	28	62	57	8	215	13	7	1189	2511	166	0	0	0	4	4	9	8	9	6	29	28	246	781	707	342	44
LT934125.1	-	UL29-28-27	UL28	E	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	3	0
LT934125.1	-	UL29-28-27	UL29	E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	UL32-31			0	0	2803	2499	1224	1	5	0	7	7	2	21	23	14	92	116	109	445	535	401	333	0	1	0	3	5	1	0	0	0	1	2	1	2762	3787	2784	4	0	3	8	2	5	9	9	7	108	113	131	322	631	463	943	1116	77	835	3010	3760	3622	1	0	0	5	7	103	252	253	177	1176	949	1229	2072	2170	2024	4216
LT934125.1	-	UL32-31	UL31	L	0	0	2440	2018	740	3	3	3	12	10	0	25	31	19	118	145	137	406	495	370	6	1	1	1	4	2	4	0	0	0	3	3	2	2559	3453	1913	2	0	0	12	7	6	10	7	10	79	80	65	194	429	336	679	1214	45	12	6180	7208	3122	0	0	0	6	4	51	280	306	217	1179	902	1876	3207	3542	3135	58
LT934125.1	-	UL32-31	UL32	L	0	0	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0	0	0	6	0	0	0	0	1	1	0	0	0	1	0	0	2	6	5	2	0
LT934125.1	-	UL37-36			0	0	3270	2874	1914	18	15	18	13	11	1	18	10	9	60	96	95	405	487	434	231	2	4	3	9	4	13	2	0	1	3	7	10	2798	3173	2582	25	17	29	10	15	15	30	26	26	104	92	104	449	644	495	794	998	86	841	2395	3257	3799	14	18	10	91	104	129	119	126	143	1037	899	633	1803	1563	1537	2581
LT934125.1	-	UL37-36	UL36	L	0	0	8	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	8	4	0	0	0	0	0	0	0	0	0	1	1	1	25	10	7	1
LT934125.1	-	UL37-36	UL37	L	0	0	226	240	171	0	0	0	0	0	0	1	1	0	2	6	13	27	23	20	9	0	0	0	0	1	0	0	0	0	0	0	0	96	53	42	0	0	0	0	0	1	0	0	0	7	3	1	4	20	18	16	48	6	27	155	135	236	0	0	0	0	0	1	6	9	5	46	45	56	157	102	96	105
LT934125.1	-	UL41			0	0	22	14	7	0	0	2	0	0	0	0	1	0	1	1	0	3	5	5	3	0	0	0	0	0	0	0	0	0	0	0	0	8	10	10	0	1	0	0	0	0	0	0	0	2	0	2	3	7	7	5	7	0	4	16	11	20	0	1	0	0	0	1	1	5	2	10	7	4	5	13	8	10
LT934125.1	-	UL41	UL41	L	0	0	4	6	6	0	0	1	0	0	0	0	0	0	3	2	1	1	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	2	1	1	17	15	10	0	0	0	0	0	1	1	4	0	11	12	8	16	14	12	3
LT934125.1	-	UL50			0	0	418	498	285	9	8	0	9	10	1	6	14	6	22	44	38	188	171	153	35	1	2	2	9	5	11	0	0	0	2	1	1	338	407	346	6	8	0	4	5	2	7	7	13	41	40	54	114	164	145	190	184	9	76	279	320	492	1	2	0	24	18	57	214	161	119	354	316	318	263	315	406	375
LT934125.1	-	UL50	UL50	L	0	0	172	238	110	3	6	3	12	9	2	9	7	4	38	41	49	77	91	86	5	3	3	1	8	6	3	0	0	0	5	3	3	124	139	75	1	2	5	5	3	11	4	9	23	31	41	34	48	104	59	41	79	8	4	142	192	109	0	1	0	25	14	61	65	68	41	114	105	249	228	247	213	55
LT934125.1	-	UL52-53-54			0	0	1016	1134	846	20	11	8	19	26	2	13	15	5	63	112	74	406	413	427	98	3	3	1	9	7	13	1	0	1	2	8	4	829	829	827	10	8	20	20	17	13	31	26	36	70	70	95	253	436	314	594	564	42	247	652	854	1002	3	7	3	63	47	147	311	295	253	851	771	811	1080	1107	1186	1207
LT934125.1	-	UL52-53-54	UL52	E	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
LT934125.1	-	UL52-53-54	UL53	L	0	0	40	31	36	0	0	0	2	0	0	0	1	1	4	0	4	9	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	23	11	8	0	0	0	0	0	0	1	0	2	0	0	2	1	0	4	3	14	3	8	36	56	22	0	0	0	0	0	1	1	5	2	9	9	20	38	39	43	79
LT934125.1	-	UL52-53-54	UL54	E	0	0	72	98	70	7	4	4	6	3	1	6	8	4	24	38	37	52	57	43	2	0	0	1	3	2	4	0	0	0	3	6	7	72	45	46	5	3	0	3	4	8	11	11	14	8	7	21	25	62	27	40	104	12	16	42	43	23	1	3	2	27	30	45	26	26	21	57	50	120	109	108	147	53
LT934125.1	-	UL7-6			0	0	1195	1085	756	1	2	2	5	8	0	9	9	4	19	39	33	193	210	196	96	0	0	0	0	2	1	0	0	0	0	0	0	698	811	654	0	4	1	0	3	5	3	2	6	31	34	50	135	188	185	245	322	32	249	408	501	606	1	0	0	2	4	10	74	70	98	280	260	192	449	426	432	754
LT934125.1	-	UL7-6	UL6	L	0	0	56	49	30	0	0	0	0	0	0	2	1	0	1	1	1	11	12	8	1	0	0	0	0	0	0	0	0	0	0	0	0	14	12	8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	5	9	1	0	36	52	23	0	0	0	0	0	0	1	0	3	5	5	22	58	32	32	2
LT934125.1	-	UL7-6	UL7	E	0	0	235	204	122	1	2	0	0	3	0	4	3	3	11	23	13	45	47	30	1	0	0	0	2	2	0	0	0	0	0	0	0	173	178	130	1	0	0	1	2	2	4	0	1	6	13	21	36	48	41	49	114	8	4	225	263	153	0	0	0	0	0	1	24	20	26	60	56	88	202	154	150	13
LT934125.1	-	US1_2			0	0	6964	6142	4561	21	15	8	24	24	3	62	70	42	172	331	225	1481	1591	1505	12	1	5	2	21	15	18	0	0	1	6	8	13	3640	4014	4095	30	14	23	44	17	39	76	56	62	344	347	450	1203	1728	1592	1814	1537	186	43	2602	3080	6179	12	4	4	99	111	237	1000	1019	1075	4623	4900	3685	5373	5637	6672	198
LT934125.1	-	US1_2	US1_2	E	0	0	1103	1112	1227	15	18	6	27	38	2	66	45	32	145	305	206	422	225	285	0	1	0	0	1	0	1	0	0	0	4	1	2	558	308	404	3	1	5	6	6	15	23	18	16	209	99	173	198	571	459	166	233	28	0	550	549	1360	1	1	1	33	35	47	272	195	170	923	847	1064	1634	1037	1408	2
